epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,208.615,2.20246,2.20238,1.2239,0.92149,0.57534,0.64001,0.34063,1.90407,1.76837,1.12696,0.007426,0.007426,0.007426
133,209.808,1.97146,1.53101,1.06909,0.76198,0.57534,0.62243,0.33634,1.79562,1.4942,1.08711,0.0074062,0.0074062,0.0074062
134,211.036,2.20988,1.71453,1.25333,0.76198,0.57534,0.62243,0.33634,1.79562,1.4942,1.08711,0.0073864,0.0073864,0.0073864
135,212.248,2.01633,1.73922,1.14389,0.74656,0.57534,0.61663,0.31277,1.84098,1.62676,1.10938,0.0073666,0.0073666,0.0073666
136,213.425,2.21227,1.64365,1.11721,0.84223,0.56164,0.61632,0.35931,1.76396,1.53783,1.08028,0.0073468,0.0073468,0.0073468
137,214.751,2.15522,1.69464,1.21105,0.89253,0.54795,0.61984,0.29522,1.9772,1.50722,1.15675,0.007327,0.007327,0.007327
138,215.908,2.14861,1.58784,1.15643,0.93295,0.56164,0.64424,0.3536,1.86545,1.59616,1.11695,0.0073072,0.0073072,0.0073072
139,217.152,2.12341,1.70658,1.18341,0.79333,0.56164,0.61142,0.27815,2.15106,1.55756,1.20083,0.0072874,0.0072874,0.0072874
140,218.329,2.10206,1.74665,1.16495,0.80129,0.57534,0.6206,0.36078,1.81389,1.49198,1.10164,0.0072676,0.0072676,0.0072676
141,219.721,2.10952,2.01256,1.1521,0.89458,0.58129,0.65711,0.36991,1.84533,1.42659,1.1158,0.0072478,0.0072478,0.0072478
142,221.236,1.85971,1.43293,1.19091,0.89458,0.58129,0.65711,0.36991,1.84533,1.42659,1.1158,0.007228,0.007228,0.007228
143,222.567,2.06385,1.84495,1.1422,0.77608,0.56164,0.63049,0.32283,1.85565,1.46266,1.13222,0.0072082,0.0072082,0.0072082
144,223.772,2.10601,1.64419,1.14025,0.89678,0.60274,0.65811,0.32431,1.87542,1.46024,1.12697,0.0071884,0.0071884,0.0071884
145,224.95,2.05642,1.48174,1.13527,0.84344,0.5904,0.64643,0.35091,1.84671,1.43832,1.10616,0.0071686,0.0071686,0.0071686
